iter	Logloss
138	0.4894118374
139	0.4882629448
140	0.4874170128
141	0.4862720986
142	0.4849529552
143	0.4839427798
144	0.4829919126
145	0.4819541044
146	0.4809227526
147	0.4801099712
148	0.4790423538
149	0.4778707519
150	0.4770898703
151	0.4763590897
152	0.4750231693
153	0.4742143402
154	0.4733419701
155	0.4721768497
156	0.4711434168
157	0.4702036178
158	0.4691692106
159	0.4676348125
160	0.4664047994
161	0.465328154
162	0.4645928796
163	0.4636361336
164	0.4625049332
165	0.4615144663
166	0.4606987755
167	0.4593995295
168	0.4583374717
169	0.4572499082
170	0.4559513976
171	0.4547846487
172	0.4536791846
173	0.4527667951
174	0.4519785709
175	0.450862356
176	0.4493833099
177	0.4483871461
178	0.4471683985
179	0.446266404
180	0.4455046426
181	0.4448333682
182	0.4435595768
183	0.4426705121
184	0.4414094434
185	0.4405651498
186	0.4395335122
187	0.4386907179
188	0.437699186
189	0.4369471147
190	0.4358898353
191	0.4349253369
192	0.4336865666
193	0.4326957381
194	0.4319210648
195	0.4310157244
196	0.4304008347
197	0.4293454867
198	0.4283033348
199	0.4269583584
200	0.4260369022
201	0.4251486528
202	0.4241261955
203	0.4233191459
204	0.4225521997
205	0.4217624157
206	0.4209432059
207	0.4199419959
208	0.4193052421
209	0.4182365087
210	0.417361689
211	0.4163823228
212	0.4157080845
213	0.4147094066
214	0.4137901769
215	0.4127997963
216	0.4118217376
217	0.4112343536
218	0.4103013319
219	0.4093265654
220	0.4083271279
221	0.407707143
222	0.4066106184
223	0.4060029836
224	0.4051645385
225	0.4042563901
226	0.4032600393
227	0.4022211819
228	0.4016037977
229	0.4005434789
230	0.3995262667
231	0.3984713934
232	0.3977666444
233	0.3968549309
234	0.3960292875
235	0.3952789332
236	0.394480388
237	0.3935030627
238	0.3925444234
239	0.3916245248
240	0.3908166203
241	0.3897094845
242	0.3887645199
243	0.3876843783
244	0.3870801048
245	0.3865001879
246	0.3855816137
247	0.3847595635
248	0.3840864898
249	0.3832383574
250	0.3824539177
251	0.3816969231
252	0.3807944331
253	0.3799669438
254	0.379215284
255	0.3786354726
256	0.3778574909
257	0.3769949634
258	0.3761795268
259	0.3752809472
260	0.3743915389
261	0.3736088526
262	0.372738303
263	0.3717451783
264	0.3708756176
265	0.3701645764
266	0.3695224577
267	0.3689442566
268	0.3681590472
269	0.3671953321
270	0.3665103256
271	0.3657997232
272	0.3652470389
273	0.3644803879
274	0.3637747003
275	0.3630320286
276	0.3624522675
277	0.361838371
278	0.3611550554
279	0.3603466064
280	0.3594850311
281	0.3588437237
282	0.3583086225
283	0.3576571262
284	0.3569558037
285	0.3560937317
286	0.3553212628
287	0.3546265003
288	0.3539259675
289	0.3534211273
290	0.352751064
291	0.3521714715
292	0.3515510606
293	0.3508995268
294	0.3501222487
295	0.3495267191
296	0.3485673642
297	0.3475829084
298	0.3469685461
299	0.3463532789
300	0.3455270338
301	0.3447990362
302	0.3439824742
303	0.343432636
304	0.3428872503
305	0.3424384443
306	0.3417161638
307	0.3409773959
308	0.3403423206
309	0.3396632339
310	0.3389764243
311	0.3384893011
312	0.3378480634
313	0.3372255109
314	0.3366003171
315	0.3355544199
316	0.3348394796
317	0.334113882
318	0.3336875199
319	0.3330274288
320	0.3324730763
321	0.3319252981
322	0.3312094984
323	0.330710017
324	0.3298923014
325	0.3292977313
326	0.3286588544
327	0.328019029
328	0.3272990212
329	0.3267743674
330	0.3259885301
331	0.3254120239
332	0.3248739264
333	0.3243131914
334	0.3236769253
335	0.323133862
336	0.3226534916
337	0.3220199134
338	0.3212834445
339	0.3207601326
340	0.3199626393
341	0.3192711341
342	0.3186723019
343	0.3178154798
344	0.3172133968
345	0.3166385244
346	0.3161405433
347	0.315793183
348	0.315262356
349	0.3146238348
350	0.3140745001
351	0.3134841084
352	0.3126860258
353	0.3120414574
354	0.3113616783
355	0.3107787733
356	0.3102187526
357	0.3097559101
358	0.3091549414
359	0.3086532499
360	0.3082347112
361	0.3075846378
362	0.3070742867
363	0.3066065926
364	0.3061201166
365	0.3056559222
366	0.3049170244
367	0.3042123608
368	0.3035943232
369	0.3031023509
370	0.302419271
371	0.3020093743
372	0.3014644366
373	0.3010750564
374	0.300565886
375	0.3000012553
376	0.2993116687
377	0.2989053822
378	0.2982987708
379	0.2976561369
380	0.2970792726
381	0.2965786366
382	0.2959521856
383	0.2954075654
384	0.2948570782
385	0.2942554456
386	0.2935631506
387	0.293089135
388	0.2924895093
389	0.2920613782
390	0.2915162356
391	0.2908829748
392	0.2901830601
393	0.2896565507
394	0.2892385268
395	0.2888107112
396	0.2880721379
397	0.287401227
398	0.2867719051
399	0.2862983889
400	0.2858112241
401	0.285370441
402	0.2847509043
403	0.2841780186
404	0.28355699
405	0.2832277144
406	0.2828221222
407	0.2823099788
408	0.2818447199
409	0.2813930579
410	0.2808722222
411	0.2803881235
412	0.2799966714
413	0.2794889858
414	0.2788726054
415	0.2783918626
416	0.2780564314
417	0.2776840051
418	0.2771893947
419	0.2767862622
420	0.2763437092
421	0.275773713
422	0.2754116912
423	0.2748741487
424	0.2743841288
425	0.2738803641
426	0.2733926223
427	0.2729728444
428	0.2725004456
429	0.2720777005
430	0.2716198869
431	0.2712081917
432	0.2708802399
433	0.2704966368
434	0.2698721351
435	0.269521881
436	0.2689846553
437	0.2685315877
438	0.2680633863
439	0.2676605353
440	0.2671375307
441	0.2665664708
442	0.2661115117
443	0.265751512
444	0.2651878024
445	0.2648739362
446	0.264518239
447	0.2640552199
448	0.2636833417
449	0.2631800734
450	0.2627981446
451	0.2621467012
452	0.2618008656
453	0.2615210431
454	0.2610434773
455	0.2607405429
456	0.2600874615
457	0.2594382555
458	0.2590063191
459	0.2584417248
460	0.2580447618
461	0.2576413458
462	0.2572928905
463	0.2568134924
464	0.2563942986
465	0.2560552092
466	0.2556636404
467	0.2552351878
468	0.2548059176
469	0.2544669852
470	0.2540895492
471	0.2536529195
472	0.2532009458
473	0.2527848952
474	0.2524628271
475	0.2520376075
476	0.2515834626
477	0.2512343042
478	0.2508819484
479	0.2503894435
480	0.2499376577
481	0.2493990383
482	0.2489993344
483	0.2486445114
484	0.2480014642
485	0.2476719577
486	0.2472396348
487	0.2468338641
488	0.2464147963
489	0.2459920857
490	0.2456123781
491	0.2452528226
492	0.2449145779
493	0.2444331003
494	0.2441509415
495	0.2437192954
496	0.2431774652
497	0.2427933803
498	0.242477539
499	0.2420986892
500	0.2417631505
501	0.2414601836
502	0.241170311
503	0.2407183465
504	0.2404263428
505	0.239972371
506	0.2395115065
507	0.2391038872
508	0.2385178398
509	0.2379735015
510	0.2376866758
511	0.2373342153
512	0.2370314344
513	0.2365586584
514	0.2362962779
515	0.2359465524
516	0.2355884422
517	0.2352017266
518	0.2347737566
519	0.2345503734
520	0.2342174788
521	0.2338159044
522	0.2334654532
523	0.2330673041
524	0.2326926748
525	0.232248315
526	0.2317947174
527	0.2314764592
528	0.2310654238
529	0.2307592047
530	0.2303685282
531	0.2300454132
532	0.229562589
533	0.229204744
534	0.2288834947
535	0.2285792081
536	0.2282828479
537	0.2280060637
538	0.2277433533
539	0.2273162416
540	0.2269159558
541	0.2265210787
542	0.2262573415
543	0.2258611688
544	0.2255045051
545	0.2251022613
546	0.2248488568
547	0.224495318
548	0.2242124552
549	0.2238110323
550	0.2235459534
551	0.2233196278
552	0.2230646625
553	0.2227216414
554	0.222382457
555	0.2220846922
556	0.2218134641
557	0.2215310898
558	0.2212180422
559	0.2208697151
560	0.2204748909
561	0.2202040425
562	0.2198232976
563	0.2193768804
564	0.2189922391
565	0.2186941161
566	0.2183856966
567	0.2179524324
568	0.2176669653
569	0.217451332
570	0.2169254534
571	0.2165648214
572	0.216174137
573	0.215767367
574	0.2153744314
575	0.2150611728
576	0.2147825378
577	0.2144909719
578	0.2141693931
579	0.2138891791
580	0.21351123
581	0.2132941868
582	0.2129107134
583	0.2125404265
584	0.2122332278
585	0.2118947603
586	0.2114868429
587	0.2111238965
588	0.2108922487
589	0.2106668517
590	0.2102348751
591	0.2099994792
592	0.2096090168
593	0.2092986991
594	0.2089669785
595	0.2086993464
596	0.2083218361
597	0.207983783
598	0.2077541067
599	0.2075065867
600	0.2072619672
601	0.206988046
602	0.2066837856
603	0.206466233
604	0.2061626833
605	0.2059255413
606	0.2055584831
607	0.2052892221
608	0.2049651496
609	0.2046792751
610	0.2043343834
611	0.2040385577
612	0.20367655
613	0.2033259548
614	0.203087124
615	0.2027424652
616	0.2022746974
617	0.2019865362
618	0.2016428998
619	0.2013354564
620	0.2009625394
621	0.200647086
622	0.2003711367
623	0.2002709606
624	0.1999636376
625	0.1996548943
626	0.1993386184
627	0.1990459886
628	0.1987325296
629	0.1984641392
630	0.1981135577
631	0.1978150337
632	0.1973932251
633	0.1969413444
634	0.1966441095
635	0.1963475529
636	0.1960508581
637	0.1958063204
638	0.1955476053
639	0.1952501145
640	0.1950328525
641	0.1946743193
642	0.1944200342
643	0.1940944949
644	0.1937954338
645	0.1935095688
646	0.1933331409
647	0.193021665
648	0.1926664491
649	0.1923918233
650	0.192139744
651	0.191854901
652	0.1917035967
653	0.1914308823
654	0.1910633077
655	0.1907975732
656	0.1905854982
657	0.1903001271
658	0.1900698586
659	0.1898581133
660	0.1895450829
661	0.1893290662
662	0.1889039919
663	0.1886372778
664	0.1883299794
665	0.1880668461
666	0.1877298722
667	0.1874525861
668	0.1872297815
669	0.1869078413
670	0.1866481253
671	0.1864095066
672	0.1861742508
673	0.1859345449
674	0.1857482871
675	0.1854883174
676	0.1851333836
677	0.184917902
678	0.1846260508
679	0.1843181283
680	0.1838963856
681	0.183626367
682	0.1834545801
683	0.1833013255
684	0.1830776464
685	0.1828355696
686	0.1825146507
687	0.1822727382
688	0.1818943098
689	0.1815542652
690	0.1813423189
691	0.1810701038
692	0.1806830538
693	0.1804960819
694	0.1802777158
695	0.1799665752
696	0.179723786
697	0.1795253326
698	0.1792404963
699	0.1789431714
700	0.1785966341
701	0.1783222902
702	0.1780583075
703	0.177793177
704	0.1775842455
705	0.177370045
706	0.1771001282
707	0.1768630627
708	0.1766068429
709	0.1763337274
710	0.1761108258
711	0.1758508747
712	0.1755681371
713	0.1753821355
714	0.1750702255
715	0.1748658195
716	0.1746217949
717	0.1743996036
718	0.1741123045
719	0.1737230071
720	0.1735105628
721	0.1731153588
722	0.1729018618
723	0.1726560406
724	0.1724431888
725	0.1721904449
726	0.171966514
727	0.1716948947
728	0.1714643586
729	0.1712898051
730	0.1710346838
731	0.1707804069
732	0.1705565983
733	0.1703116625
734	0.1701298069
735	0.1698710286
736	0.1696271608
737	0.1694662641
738	0.1692941035
739	0.1690611964
740	0.1688520455
741	0.1686162241
742	0.1683267677
743	0.1681172439
744	0.1679054123
745	0.1676183785
746	0.1673585626
747	0.1671629246
748	0.1669782001
749	0.1667946727
750	0.1665962796
751	0.1663990608
752	0.1662091766
753	0.1660758665
754	0.1658780463
755	0.165665026
756	0.1653814079
757	0.165143769
758	0.1649356776
759	0.1647756889
760	0.1645903346
761	0.1643646264
762	0.1640539717
763	0.1638181029
764	0.1636174345
765	0.163442396
766	0.1632748126
767	0.1629939773
768	0.16273173
769	0.1625437117
770	0.16232742
771	0.162087356
772	0.161841308
773	0.1616075865
774	0.1614089051
775	0.1612008852
776	0.1609108164
777	0.1607506547
778	0.1605824545
779	0.1603757862
780	0.1602410481
781	0.1601028781
782	0.15994312
783	0.1597357289
784	0.1595483743
785	0.1593234464
786	0.1590565593
787	0.1588767738
788	0.1587167859
789	0.1583804452
790	0.1581523833
791	0.1579447807
792	0.1577461165
793	0.1575347484
794	0.1573759112
795	0.1571130128
796	0.156903116
797	0.156664532
798	0.1564672859
799	0.1562796105
800	0.1560495613
801	0.1558248099
802	0.1555773196
803	0.1553275136
804	0.1551591372
805	0.1549417741
806	0.1547611392
807	0.1545847152
808	0.1543477349
809	0.1541229572
810	0.1538889096
811	0.1536717747
812	0.1534617285
813	0.1532480272
814	0.1529883428
815	0.1528029782
816	0.1525809546
817	0.1524516505
818	0.1523121305
819	0.1520560079
820	0.1518211647
821	0.1515823789
822	0.1514041448
823	0.1512747991
824	0.1510468517
825	0.1508561423
826	0.1506244237
827	0.1503886128
828	0.1501648518
829	0.1499842501
830	0.1498044881
831	0.1495986481
832	0.1494304137
833	0.1491916542
834	0.149029615
835	0.1487956405
836	0.1485934186
837	0.1483762074
838	0.148242957
839	0.1481006602
840	0.1479286142
841	0.1477664147
842	0.1475119645
843	0.1473309423
844	0.1471893797
845	0.146933879
846	0.1467518425
847	0.1465933817
848	0.1463793947
849	0.1462172378
850	0.145987431
851	0.1458014207
852	0.1456248456
853	0.1454219794
854	0.1451893459
855	0.1449732478
856	0.1447427785
857	0.1445509841
858	0.1444577975
859	0.1442707628
860	0.1440607714
861	0.1438940928
862	0.1436753194
863	0.1435355846
864	0.1433616731
865	0.1432366138
866	0.1431289212
867	0.1429443836
868	0.1427209166
869	0.142554178
870	0.1424315143
871	0.1422315914
872	0.1420675772
873	0.141868465
874	0.1416605788
875	0.141456015
876	0.1412526129
877	0.1410639468
878	0.1408367048
879	0.140663113
880	0.1404344794
881	0.1402548564
882	0.140007072
883	0.1397876094
884	0.1396369347
885	0.1394428186
886	0.1392700235
887	0.1390499564
888	0.1389285032
889	0.1387935274
890	0.1386437424
891	0.1384542583
892	0.1382253232
893	0.1380090767
894	0.1378327974
895	0.1377042624
896	0.1375318814
897	0.137352961
898	0.1371831643
899	0.1370485919
900	0.136837384
901	0.1366335642
902	0.1364561024
903	0.1363292999
904	0.1361506099
905	0.1359706452
906	0.1358444944
907	0.1357021923
908	0.1355572425
909	0.1353948407
910	0.1352145095
911	0.1349979638
912	0.1348513566
913	0.1346808384
914	0.1345327809
915	0.1343989236
916	0.1342550902
917	0.1340907952
918	0.1339430012
919	0.1337879133
920	0.1336136558
921	0.1333560838
922	0.1332097302
923	0.1330457074
924	0.1328489061
925	0.132628314
926	0.1324457817
927	0.132304114
928	0.1321219416
929	0.1319808306
930	0.1317963912
931	0.1316073508
932	0.1314953577
933	0.131307254
934	0.1311469505
935	0.1309878367
936	0.1308574854
937	0.1306895567
938	0.1305243795
939	0.1304362153
940	0.1302993619
941	0.1301381039
942	0.129927526
943	0.1297764978
944	0.1295520156
945	0.1294179911
946	0.1293057996
947	0.1291926223
948	0.1290343515
949	0.1288942844
950	0.1287305683
951	0.128534112
952	0.1284063393
953	0.1282304294
954	0.1280736756
955	0.1279183107
956	0.1277684378
957	0.127593105
958	0.1274460954
959	0.1272849544
960	0.127137526
961	0.1269203927
962	0.1267275272
963	0.1265307107
964	0.1263838546
965	0.1262494224
966	0.1260354407
967	0.1259012764
968	0.1257670092
969	0.1255937302
970	0.1254023733
971	0.1251698666
972	0.1250492201
973	0.1248854882
974	0.1247573692
975	0.1246289594
976	0.1244771465
977	0.124316553
978	0.1241327238
979	0.1239782125
980	0.1238259711
981	0.1236960264
982	0.1235389869
983	0.1233970196
984	0.1232669552
985	0.1231621478
986	0.1230238199
987	0.1228644697
988	0.1227066611
989	0.1225888093
990	0.1224454538
991	0.1223479215
992	0.1222058031
993	0.1221327279
994	0.1220388253
995	0.121889156
996	0.1217614331
997	0.1215545178
998	0.1214746888
999	0.1213332018
